CLIENT_IP,CLIENT_COUNTRY_NAME,EVENT_ID,TIMESTAMP,EVENT_SEVERITY,TICKET_ID,CLIENT_BROWSER,CLIENT_COUNTRY_CODE
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-5ECECD1A29F3CB3A,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:23Z,low,2020-07-10-23-39-23-09687A767FB1F465,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:23Z,low,2020-07-10-23-39-23-6E68256A0659CAD0,,
192.70.197.212,Russia,No Host Header,2020-07-11T01:01:59Z,low,2020-07-11-01-01-59-423C4FBA64E28037,,RU
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:05Z,low,2020-07-11-01-02-05-50242DB66FC95A8B,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:05Z,low,2020-07-11-01-02-05-575BBC2E2146ECEC,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:06Z,low,2020-07-11-01-02-06-27BF59300E800F5F,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:05Z,low,2020-07-11-01-02-05-16DA74F112B3F46A,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:00Z,low,2020-07-11-01-02-00-0E8148AB55640D92,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:06Z,low,2020-07-11-01-02-06-633D5A3C2113D2D2,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:07Z,low,2020-07-11-01-02-07-36BFD0E368B8C976,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:07Z,low,2020-07-11-01-02-07-1781098B0F7F40CB,,
178.154.200.88,Russia,Good Bot Visited Protected Page,2020-07-11T13:19:05Z,low,2020-07-11-13-19-05-7E9890DD66539E25,YandexBot 0.0,RU
37.44.41.26,Russia,Unknown Bot Visited Protected Page,2020-07-11T13:23:47Z,medium,2020-07-11-13-23-47-10D1C16C77622717,,RU
77.247.181.162,Netherlands,TOR IP Address Blocked,2020-07-11T14:00:58Z,low,2020-07-11-14-00-58-6F75480F359633A5,Nokia Browser 7.3,NL
77.247.181.162,Netherlands,TOR IP Address Blocked,2020-07-11T14:01:05Z,low,2020-07-11-14-01-05-2D169DFE63EE2695,Mobile Safari 11.0,NL
185.220.101.219,Germany,TOR IP Address Blocked,2020-07-11T14:01:13Z,low,2020-07-11-14-01-13-3DA8187E40836790,Chrome 74.0,DE
104.152.52.75,United States,No Host Header,2020-07-11T06:18:08Z,low,2020-07-11-06-18-08-2FDD40CD45BC193D,,US
39.98.139.34,,Malformed Request Line,2020-07-11T02:24:57Z,low,2020-07-11-02-24-57-2C857A6C1224CF51,,
157.55.39.173,United States,Good Bot Visited Protected Page,2020-07-11T15:23:33Z,low,2020-07-11-15-23-33-6CA808DB0075A86E,bingbot 2.0,US
40.77.167.123,United States,Good Bot Visited Protected Page,2020-07-11T21:20:03Z,low,2020-07-11-21-20-03-2A9FE591021A43C1,bingbot 2.0,US
207.46.13.128,United States,Good Bot Visited Protected Page,2020-07-11T17:18:19Z,low,2020-07-11-17-18-19-514C89AA1DA4BF8D,bingbot 2.0,US
185.170.114.25,Germany,TOR IP Address Blocked,2020-07-11T14:01:48Z,low,2020-07-11-14-01-48-330FDD997AEED1D4,Nokia OSS Browser 3.1,DE
185.170.114.25,Germany,TOR IP Address Blocked,2020-07-11T14:01:41Z,low,2020-07-11-14-01-41-5643AA1C2A53876B,Chrome 73.0,DE
95.216.145.1,Finland,TOR IP Address Blocked,2020-07-11T14:01:24Z,low,2020-07-11-14-01-24-317BAC816C927AA6,Chrome 76.0,FI
192.70.197.201,,Malformed Request Line,2020-07-11T23:40:49Z,low,2020-07-11-23-40-49-5197B99F6D351344,,
192.70.197.201,,Malformed Request Line,2020-07-11T23:40:49Z,low,2020-07-11-23-40-49-2AC1D76A0BC3039A,,
192.70.197.201,,Malformed Request Line,2020-07-11T23:40:49Z,low,2020-07-11-23-40-49-090EAFDF1466D13E,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:11Z,low,2020-07-12-01-18-11-2FAFAE4B5AE4E56F,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:11Z,low,2020-07-12-01-18-11-3FD80E833369B82A,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:13Z,low,2020-07-12-01-18-13-39D24C944C2052FF,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:14Z,low,2020-07-12-01-18-14-5AA3F4D455F7812E,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:13Z,low,2020-07-12-01-18-13-7812609B649BC9BD,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:13Z,low,2020-07-12-01-18-13-31BB0CDF4F8ABC8D,,
192.70.197.217,,Malformed Request Line,2020-07-12T01:18:05Z,low,2020-07-12-01-18-05-277527FA61EB95FF,,
37.9.118.24,Russia,Automated Bot Detected,2020-07-12T06:12:28Z,medium,2020-07-12-06-12-28-0675F0DD505ADF7F,,RU
66.249.69.220,United States,IP Address Changed,2020-07-12T04:32:40Z,low,2020-07-12-04-32-40-3202E1D76FC5B1CA,Chrome Mobile 83.0,US
178.154.200.88,Russia,Good Bot Visited Protected Page,2020-07-12T06:27:27Z,low,2020-07-12-06-27-27-299AECB9148AC190,YandexBot 0.0,RU
178.154.200.88,Russia,Good Bot Visited Protected Page,2020-07-12T06:27:23Z,low,2020-07-12-06-27-23-03447985631F84F3,YandexBot 0.0,RU
66.249.69.220,United States,Good Bot Visited Protected Page,2020-07-12T04:33:29Z,low,2020-07-12-04-33-29-6C194BE763BDEEB6,,US
157.55.39.173,United States,Good Bot Visited Protected Page,2020-07-12T14:58:32Z,low,2020-07-12-14-58-32-51A54CE27930576C,bingbot 2.0,US
157.55.39.106,United States,Good Bot Visited Protected Page,2020-07-12T14:58:37Z,low,2020-07-12-14-58-37-0E2561FB3BF8CE2C,bingbot 2.0,US
40.77.188.63,United States,Good Bot Visited Protected Page,2020-07-12T20:03:28Z,low,2020-07-12-20-03-28-2A9FFDD60E3CD7EE,BingPreview 0.0,US
94.158.36.183,Ukraine,Client Didn't Render Page,2020-07-12T12:36:47Z,medium,2020-07-12T12:36:47-CFAEBE3C3A87750C,Epiphany 605.1,UA
192.70.197.201,,Malformed Request Line,2020-07-12T23:41:04Z,low,2020-07-12-23-41-04-63D575382C7F8BF2,,
192.70.197.220,Russia,No Host Header,2020-07-13T01:05:00Z,low,2020-07-13-01-05-00-0A5FC5BB0C19BE1C,,RU
192.70.197.201,,Malformed Request Line,2020-07-12T23:41:04Z,low,2020-07-12-23-41-04-7299B5323AB2B47B,,
192.70.197.201,,Malformed Request Line,2020-07-12T23:41:05Z,low,2020-07-12-23-41-05-4A49D77F5FA42D02,,
192.70.197.201,,Malformed Request Line,2020-07-12T23:41:05Z,low,2020-07-12-23-41-05-0A1F3D96743B7E6C,,
192.70.197.220,Russia,No Host Header,2020-07-13T01:05:01Z,low,2020-07-13-01-05-01-3C339FC621FF8C15,,RU
192.70.197.220,,Malformed Request Line,2020-07-13T01:05:08Z,low,2020-07-13-01-05-08-226067B35EE7FA08,,
192.70.197.220,,Malformed Request Line,2020-07-13T01:05:08Z,low,2020-07-13-01-05-08-411B55BD3046673E,,
192.70.197.220,,Malformed Request Line,2020-07-13T01:05:07Z,low,2020-07-13-01-05-07-582502E817AE82D9,,
37.44.41.26,Russia,_Amount,2020-07-13T09:39:42Z,high,2020-07-13-09-39-42-632B020D7ECD79E4,Chrome 83.0,RU
37.44.41.26,Russia,Authentication Failed,2020-07-13T09:29:54Z,medium,2020-07-13-09-29-54-4C5D9C055D0138E3,Chrome 83.0,RU
37.44.41.26,Russia,Custom IP Address Blocked,2020-07-13T09:30:30Z,low,2020-07-13-09-30-30-4B784E7875182FA6,Chrome 83.0,RU
37.44.41.26,Russia,Custom IP Address Blocked,2020-07-13T09:30:31Z,low,2020-07-13-09-30-31-6A3697F302E8C89D,Chrome 83.0,RU
37.44.41.26,Russia,Custom IP Address Blocked,2020-07-13T09:30:13Z,low,2020-07-13-09-30-13-5A668AD51AB0BE9C,Chrome 83.0,RU
37.44.41.26,Russia,Custom IP Address Blocked,2020-07-13T09:34:02Z,low,2020-07-13-09-34-02-6A7631817633F8CE,Chrome 83.0,RU
37.44.41.26,Russia,Suspicious Mouse Activity,2020-07-13T09:39:07Z,medium,2020-07-13T09:39:07-12D71CA7199B0E58,Chrome 83.0,RU
207.46.13.33,United States,Good Bot Visited Protected Page,2020-07-13T12:54:03Z,low,2020-07-13-12-54-03-42F0E59A23EE6F0A,bingbot 2.0,US
157.55.39.173,United States,Good Bot Visited Protected Page,2020-07-13T14:20:12Z,low,2020-07-13-14-20-12-155CEB603BC2B126,bingbot 2.0,US
40.77.167.25,United States,Good Bot Visited Protected Page,2020-07-13T14:40:08Z,low,2020-07-13-14-40-08-7C24377012A8B792,bingbot 2.0,US
37.44.41.26,Russia,Suspicious Mouse Activity,2020-07-13T14:12:47Z,medium,2020-07-13T14:12:47-A54C7AEBF6493041,Chrome 83.0,RU
66.249.69.217,United States,IP Address Changed,2020-07-13T22:43:24Z,low,2020-07-13-22-43-24-272798DB1B98EB53,Chrome Mobile 83.0,US
66.249.69.219,United States,IP Address Changed,2020-07-13T22:43:24Z,low,2020-07-13-22-43-24-34D2EDB907214CA2,Chrome Mobile 83.0,US
192.70.197.201,Russia,No Host Header,2020-07-13T23:40:39Z,low,2020-07-13-23-40-39-579D41A94B0E3972,,RU
192.70.197.201,Russia,No Host Header,2020-07-13T23:40:39Z,low,2020-07-13-23-40-39-0D148E8C22FDD022,,RU
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:39Z,low,2020-07-13-23-40-39-7C866ACA19CC3954,,
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:45Z,low,2020-07-13-23-40-45-6C23B46A2BEE7B9E,,
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:45Z,low,2020-07-13-23-40-45-4706DB621DE88404,,
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:45Z,low,2020-07-13-23-40-45-712C8D905F5568B6,,
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:45Z,low,2020-07-13-23-40-45-272ACD4009C3592C,,
192.70.197.217,Russia,No Host Header,2020-07-14T01:07:30Z,low,2020-07-14-01-07-30-32CCC2F96664FF60,,RU
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:47Z,low,2020-07-13-23-40-47-650BA4CB6060DA76,,
192.70.197.201,,Malformed Request Line,2020-07-13T23:40:46Z,low,2020-07-13-23-40-46-18C6A1BF647BAA0F,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:30Z,low,2020-07-14-01-07-30-57F3C75157BDF587,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:35Z,low,2020-07-14-01-07-35-3B6AF761497F58A8,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-57D9287A77A494EF,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-3D00D30E3786DC6C,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-46CD9D2F1D17935F,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-2D2D7E6273BF554F,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:37Z,low,2020-07-14-01-07-37-34C5519173C3F795,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-177D5E5B130186E8,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:36Z,low,2020-07-14-01-07-36-318CE29966B3B83E,,
192.70.197.217,,Malformed Request Line,2020-07-14T01:07:37Z,low,2020-07-14-01-07-37-362EE7522F396D01,,
145.239.92.26,Poland,No CSRF Token,2020-07-14T13:35:56Z,medium,2020-07-14-13-35-56-6D016C653F5DBB68,Chrome 56.0,PL
171.25.193.25,Sweden,TOR IP Address Blocked,2020-07-14T13:35:58Z,low,2020-07-14-13-35-58-4D83C7466BBB4C6A,Chrome 56.0,SE
171.25.193.25,Sweden,PHP Curly Braces Code Evaluation,2020-07-14T13:36:01Z,high,2020-07-14-13-36-01-1FFBD84A05DA04AF,Chrome 56.0,SE
171.25.193.25,Sweden,TOR IP Address Blocked,2020-07-14T13:35:58Z,low,2020-07-14-13-35-58-261FB2075A06332D,Chrome 56.0,SE
145.239.92.26,Poland,TOR IP Address Blocked,2020-07-14T13:35:55Z,low,2020-07-14-13-35-55-0C0A9DBA0BBE0FD9,Chrome 56.0,PL
35.225.242.193,United States,Client Didn't Render Page,2020-07-14T09:33:27Z,medium,2020-07-14T09:33:27-E7CE7D5DF42B865B,Firefox 57.0,US
157.55.39.173,United States,Good Bot Visited Protected Page,2020-07-14T16:41:29Z,low,2020-07-14-16-41-29-31EFEECE1ADC4D9C,bingbot 2.0,US
37.1.23.56,Russia,PHP Error Leakage,2020-07-14T15:10:29Z,medium,2020-07-14-15-10-29-2E888E7B3452CA62,Chrome 83.0,RU
37.1.23.56,Russia,PHP Error Leakage,2020-07-14T15:10:28Z,medium,2020-07-14-15-10-28-0E33A4717D0E8AF8,Chrome 83.0,RU
40.77.188.36,United States,Good Bot Visited Protected Page,2020-07-14T20:58:02Z,low,2020-07-14-20-58-02-1CFB6F9861A0BF37,BingPreview 0.0,US
40.77.188.130,United States,Good Bot Visited Protected Page,2020-07-14T20:58:00Z,low,2020-07-14-20-58-00-37691EED7AC87EC8,BingPreview 0.0,US
162.247.74.206,United States,No CSRF Token,2020-07-15T00:36:35Z,medium,2020-07-15-00-36-35-4DDC1C414227C573,Chrome 56.0,US
199.249.230.173,United States,TOR IP Address Blocked,2020-07-15T00:36:39Z,low,2020-07-15-00-36-39-4CA30C3263543F1F,Chrome 56.0,US
192.70.197.201,,Malformed Request Line,2020-07-14T23:41:22Z,low,2020-07-14-23-41-22-7FD907E53DD835AB,,
192.70.197.201,,Malformed Request Line,2020-07-14T23:41:26Z,low,2020-07-14-23-41-26-3264FC236BCA176F,,
199.249.230.173,United States,TOR IP Address Blocked,2020-07-15T00:36:43Z,low,2020-07-15-00-36-43-24B4EFC12A5B45F9,Chrome 56.0,US
192.70.197.212,,Malformed Request Line,2020-07-15T01:08:25Z,low,2020-07-15-01-08-25-4068308414B32AFF,,
192.70.197.212,,Malformed Request Line,2020-07-15T01:08:26Z,low,2020-07-15-01-08-26-3E7EC2247E3D0B9A,,
192.70.197.212,,Malformed Request Line,2020-07-15T01:08:24Z,low,2020-07-15-01-08-24-726EB7DF71BB8456,,
192.70.197.212,,Malformed Request Line,2020-07-15T01:08:23Z,low,2020-07-15-01-08-23-764A40E709FEE55E,,
192.70.197.212,,Malformed Request Line,2020-07-15T01:08:26Z,low,2020-07-15-01-08-26-209216507381FAB3,,
151.80.16.162,France,No CSRF Token,2020-07-15T14:56:30Z,medium,2020-07-15-14-56-30-3B343D6D462B546D,Chrome 56.0,FR
37.44.41.26,Russia,XSS Attack in Request (HTML Context),2020-07-15T08:06:37Z,high,2020-07-15-08-06-37-7810BB9976ABA5C4,Chrome 83.0,RU
150.129.8.28,Netherlands,TOR IP Address Blocked,2020-07-15T14:56:42Z,low,2020-07-15-14-56-42-05F0BF9F356CDDE3,Chrome 56.0,NL
151.80.16.162,France,TOR IP Address Blocked,2020-07-15T14:56:28Z,low,2020-07-15-14-56-28-6028962D131AC2A6,Chrome 56.0,FR
91.92.109.43,Bulgaria,TOR IP Address Blocked,2020-07-15T14:56:25Z,low,2020-07-15-14-56-25-6D90F0D87AD78CC6,Chrome 56.0,BG
40.77.167.94,United States,Good Bot Visited Protected Page,2020-07-15T23:27:19Z,low,2020-07-15-23-27-19-67BC8864537F7EEA,bingbot 2.0,US
87.98.156.136,France,No CSRF Token,2020-07-15T14:56:54Z,medium,2020-07-15-14-56-54-7D21BDB403A882F8,Chrome 56.0,FR
87.98.156.136,France,TOR IP Address Blocked,2020-07-15T14:56:54Z,low,2020-07-15-14-56-54-720377552413012D,Chrome 56.0,FR
87.98.156.136,France,TOR IP Address Blocked,2020-07-15T14:56:56Z,low,2020-07-15-14-56-56-4160ADBD1A593841,Chrome 56.0,FR
40.77.167.94,United States,Good Bot Visited Protected Page,2020-07-15T23:27:19Z,low,2020-07-15-23-27-19-66BB494344C55699,bingbot 2.0,US
40.77.167.109,United States,Good Bot Visited Protected Page,2020-07-15T23:39:20Z,low,2020-07-15-23-39-20-5E3B2004159FEC99,bingbot 2.0,US
192.70.197.201,,Malformed Request Line,2020-07-15T23:43:16Z,low,2020-07-15-23-43-16-74C29D7714B94935,,
192.70.197.201,,Malformed Request Line,2020-07-15T23:43:17Z,low,2020-07-15-23-43-17-4DDB0B4E222383D0,,
192.70.197.201,,Malformed Request Line,2020-07-15T23:43:19Z,low,2020-07-15-23-43-19-140EC43273C03374,,
192.70.197.210,Russia,No Host Header,2020-07-16T00:51:11Z,low,2020-07-16-00-51-11-402572C2086C4BED,,RU
192.70.197.210,Russia,No Host Header,2020-07-16T00:51:10Z,low,2020-07-16-00-51-10-30AC78764ACE2013,,RU
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:16Z,low,2020-07-16-00-51-16-203C488078CD3A14,,
77.247.181.162,Netherlands,No CSRF Token,2020-07-16T06:01:32Z,medium,2020-07-16-06-01-32-3A6C7B15000FC4B5,Chrome 56.0,NL
77.247.181.162,Netherlands,No CSRF Token,2020-07-16T06:01:33Z,medium,2020-07-16-06-01-33-4B585C774DBC8CBA,Chrome 56.0,NL
185.220.101.173,Germany,TOR IP Address Blocked,2020-07-16T06:01:37Z,low,2020-07-16-06-01-37-48E726D451E1BFFC,Chrome 56.0,DE
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:24Z,low,2020-07-16-00-51-24-1EF49228782302E9,,
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:24Z,low,2020-07-16-00-51-24-2ADD167B5006B9D8,,
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:24Z,low,2020-07-16-00-51-24-14C58D5A506D6B26,,
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:25Z,low,2020-07-16-00-51-25-4ADA769122B69C3A,,
192.70.197.210,,Malformed Request Line,2020-07-16T00:51:17Z,low,2020-07-16-00-51-17-01FB17272E9F7F80,,
162.247.74.202,United States,No CSRF Token,2020-07-16T06:01:48Z,medium,2020-07-16-06-01-48-432965C52D10F509,Chrome 56.0,US
185.220.101.173,Germany,No CSRF Token,2020-07-16T06:01:38Z,medium,2020-07-16-06-01-38-3EEF9D2D72246DDC,Chrome 56.0,DE
185.220.101.173,Germany,No CSRF Token,2020-07-16T06:01:38Z,medium,2020-07-16-06-01-38-040D35042607230C,Chrome 56.0,DE
162.247.74.202,United States,TOR IP Address Blocked,2020-07-16T06:01:49Z,low,2020-07-16-06-01-49-223408FB4B5585E1,Chrome 56.0,US
162.247.74.202,United States,PHP Curly Braces Code Evaluation,2020-07-16T06:01:52Z,high,2020-07-16-06-01-52-30A478C61A894331,Chrome 56.0,US
185.220.101.173,Germany,TOR IP Address Blocked,2020-07-16T06:01:41Z,low,2020-07-16-06-01-41-7AF3630F4A0ECF09,Chrome 56.0,DE
37.44.41.26,Russia,Invalid Cookie Format,2020-07-16T06:39:22Z,low,2020-07-16-06-39-22-1933BD9B7602678F,Chrome 83.0,RU
37.44.41.26,Russia,Invalid Cookie Format,2020-07-16T06:39:26Z,low,2020-07-16-06-39-26-30BEDE7914934ED4,Chrome 83.0,RU
37.44.41.26,Russia,Invalid Cookie Format,2020-07-16T06:41:47Z,low,2020-07-16-06-41-47-0A50232545CAE446,Chrome 83.0,RU
95.108.129.200,Russia,Automated Bot Detected,2020-07-16T17:40:39Z,medium,2020-07-16-17-40-39-6728D07C536E0FEE,,RU
37.44.41.26,Russia,Invalid Cookie Format,2020-07-16T06:45:46Z,low,2020-07-16-06-45-46-66CF4C7433BFD45C,Chrome 83.0,RU
87.98.156.62,,Malformed Request Line,2020-07-16T14:04:20Z,low,2020-07-16-14-04-20-3332E32F6C8AAB0F,,
46.165.245.154,Germany,No CSRF Token,2020-07-16T21:13:07Z,medium,2020-07-16-21-13-07-5AB660667F8D072D,Chrome 56.0,DE
46.165.245.154,Germany,No CSRF Token,2020-07-16T21:13:06Z,medium,2020-07-16-21-13-06-4AD3F56F2F807841,Chrome 56.0,DE
46.165.245.154,Germany,No CSRF Token,2020-07-16T21:13:05Z,medium,2020-07-16-21-13-05-3C4754E434967B5E,Chrome 56.0,DE
185.220.101.221,Germany,TOR IP Address Blocked,2020-07-16T21:13:12Z,low,2020-07-16-21-13-12-51064F6D27567EC4,Chrome 56.0,DE
46.165.245.154,Germany,TOR IP Address Blocked,2020-07-16T21:13:10Z,low,2020-07-16-21-13-10-6B6E7C96067D4B12,Chrome 56.0,DE
46.165.245.154,Germany,TOR IP Address Blocked,2020-07-16T21:13:11Z,low,2020-07-16-21-13-11-78C5AD4159E78794,Chrome 56.0,DE
46.165.245.154,Germany,TOR IP Address Blocked,2020-07-16T21:13:08Z,low,2020-07-16-21-13-08-44F26E704511ACB9,Chrome 56.0,DE
46.165.245.154,Germany,TOR IP Address Blocked,2020-07-16T21:13:06Z,low,2020-07-16-21-13-06-7320E64A7414E017,Chrome 56.0,DE
185.220.101.221,Germany,No CSRF Token,2020-07-16T21:13:15Z,medium,2020-07-16-21-13-15-64B4F5F12CEE16E0,Chrome 56.0,DE
185.220.101.221,Germany,No CSRF Token,2020-07-16T21:13:13Z,medium,2020-07-16-21-13-13-728788C8765748E5,Chrome 56.0,DE
185.220.101.221,Germany,TOR IP Address Blocked,2020-07-16T21:13:17Z,low,2020-07-16-21-13-17-0190620E7685F0EE,Chrome 56.0,DE
185.220.101.221,Germany,TOR IP Address Blocked,2020-07-16T21:13:13Z,low,2020-07-16-21-13-13-0F1695B128A988E3,Chrome 56.0,DE
192.70.197.201,Russia,No Host Header,2020-07-16T23:44:37Z,low,2020-07-16-23-44-37-540FD5F102F99343,,RU
192.70.197.201,,Malformed Request Line,2020-07-16T23:44:38Z,low,2020-07-16-23-44-38-261C16387125E518,,
192.70.197.201,,Malformed Request Line,2020-07-16T23:44:45Z,low,2020-07-16-23-44-45-3234FBD6117C02B6,,
192.70.197.201,,Malformed Request Line,2020-07-16T23:44:44Z,low,2020-07-16-23-44-44-37B2AF2E18BA34A4,,
192.70.197.201,,Malformed Request Line,2020-07-16T23:44:44Z,low,2020-07-16-23-44-44-2EA7A4E232E803AE,,
157.55.39.25,United States,Good Bot Visited Protected Page,2020-07-16T23:57:38Z,low,2020-07-16-23-57-38-7A76CA17510FDD4E,bingbot 2.0,US
192.70.197.210,Russia,No Host Header,2020-07-17T00:51:03Z,low,2020-07-17-00-51-03-3D2DA42B190FAAFA,,RU
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:09Z,low,2020-07-17-00-51-09-19FB13D1381AAD00,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:09Z,low,2020-07-17-00-51-09-176D8600408A7DE4,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:11Z,low,2020-07-17-00-51-11-00EC3D154CEFB52F,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:14Z,low,2020-07-17-00-51-14-33AF6D173C95F17F,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:14Z,low,2020-07-17-00-51-14-5DA5202D08A1399F,,
103.107.244.14,Indonesia,PHP Error Leakage,2020-07-17T07:05:38Z,medium,2020-07-17-07-05-38-7519B3D40A902D21,Firefox 78.0,ID
103.107.244.14,Indonesia,Weak Password,2020-07-17T07:06:01Z,low,2020-07-17-07-06-01-7EA353D3705DBAAC,Firefox 78.0,ID
103.107.244.14,Indonesia,Custom IP Address Blocked,2020-07-17T07:06:06Z,low,2020-07-17-07-06-06-5E11DB4353B6A20F,Firefox 78.0,ID
103.107.244.14,Indonesia,Custom IP Address Blocked,2020-07-17T07:06:07Z,low,2020-07-17-07-06-07-0061D1F96A001783,Firefox 78.0,ID
103.107.244.14,Indonesia,Custom IP Address Blocked,2020-07-17T07:06:08Z,low,2020-07-17-07-06-08-2ED503D82F347AA5,Firefox 78.0,ID
103.107.244.14,Indonesia,Custom IP Address Blocked,2020-07-17T07:06:10Z,low,2020-07-17-07-06-10-54D4C8601CA068AF,Firefox 78.0,ID
103.107.244.14,Indonesia,Custom IP Address Blocked,2020-07-17T07:06:11Z,low,2020-07-17-07-06-11-309EC0AD7E2EB048,Firefox 78.0,ID
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:14Z,low,2020-07-17-00-51-14-1AD2338F5556E215,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:14Z,low,2020-07-17-00-51-14-7898C4A049C79986,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:15Z,low,2020-07-17-00-51-15-7B600FD7389EEC43,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:15Z,low,2020-07-17-00-51-15-15F60E4B210454D1,,
192.70.197.210,,Malformed Request Line,2020-07-17T00:51:15Z,low,2020-07-17-00-51-15-6408989F14518EB6,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-5806951E294BFDB5,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:05Z,low,2020-07-11-01-02-05-56362ACF63B2009F,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:05Z,low,2020-07-11-01-02-05-6C0F42866B752BCB,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:06Z,low,2020-07-11-01-02-06-02A3042D7B98D9F7,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:06Z,low,2020-07-11-01-02-06-07B9DF0F24C7DD41,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:06Z,low,2020-07-11-01-02-06-4B8D6FE86606F130,,
192.70.197.212,,Malformed Request Line,2020-07-11T01:02:07Z,low,2020-07-11-01-02-07-3CF6DD8D53256E16,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-52500D1B4C360ADB,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-624A78A378DA01CB,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-36817714490251A8,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:22Z,low,2020-07-10-23-39-22-180BB7A11705A0DF,,
192.70.197.201,,Malformed Request Line,2020-07-10T23:39:23Z,low,2020-07-10-23-39-23-11178CBB27EE9C80,,
178.154.200.88,Russia,Good Bot Visited Protected Page,2020-07-11T01:16:44Z,low,2020-07-11-01-16-44-537CE3190FBF2833,YandexBot 0.0,RU
39.98.139.34,,Malformed Request Line,2020-07-11T02:25:06Z,low,2020-07-11-02-25-06-14D2E03476821669,,
39.98.139.34,,Malformed Request Line,2020-07-11T02:25:11Z,low,2020-07-11-02-25-11-6BC50B313A589073,,
104.244.73.126,Luxembourg,TOR IP Address Blocked,2020-07-11T14:00:52Z,low,2020-07-11-14-00-52-03EA3826447F503B,Chrome Mobile 69.0,LU
104.244.73.126,Luxembourg,TOR IP Address Blocked,2020-07-11T14:00:49Z,low,2020-07-11-14-00-49-1220AF227FD070AB,Chrome Mobile iOS 76.0,LU
104.244.73.126,Luxembourg,TOR IP Address Blocked,2020-07-11T14:00:54Z,low,2020-07-11-14-00-54-5E7A34EB7CD31F0B,Opera 60.0,LU
145.239.91.163,Poland,TOR IP Address Blocked,2020-07-11T14:01:39Z,low,2020-07-11-14-01-39-6F452E585A24FDA1,,PL
